IZ_MMS	NZ_MMS	OCLC	TAG	FIELD
990261021000306576	9910415874506561	31795424	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1992. $e 3 microfiches. $f (19th-century legal treatises ; no. 66322-66324) $7 s1991 ctun b $5 FMFIU
990261021000306576	9910415874506561	31795424	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261021000306576	9910415874506561	31795424	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261022170306576	9910415869606561	32378468	500  	$a Reproduction of original from Yale Law School Library. $5 FU $5 FTaSU
990261022170306576	9910415869606561	32378468	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261022170306576	9910415869606561	32378468	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1993. $e 3 microfiches. $f (19th-century legal treatises ; no. 75347-75349) $7 s1993 ctun b $5 FMFIU
990261022170306576	9910415869606561	32378468	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261025400306576	9910415882006561	32773240	500  	$a Reproduction of original from Columbia Law School Library. $5 FU $5 FTaSU
990261025400306576	9910415882006561	32773240	500  	$a Includes index. $5 FMFIU $5 FU $5 FTaSU
990261025400306576	9910415882006561	32773240	500  	$a Vol. 3 has title: A treatise on conveyancing, &c. ... containing an essay on the quantity and quality of estates, with more immediate reference to the law of merger. $5 FMFIU $5 FU $5 FTaSU
990261025400306576	9910415882006561	32773240	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261025400306576	9910415882006561	32773240	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1994. $e 22 microfiches. $f (19th-century legal treatises ; no. 80889-80910) $7 s1994 ctun b $5 FMFIU
990261025400306576	9910415882006561	32773240	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261027240306576	9910415896506561	60734668	4901 	$a Hornbook series ; $v 2 $5 FMFIU $5 FTaFA
990261027240306576	9910415896506561	60734668	500  	$a Includes index. $5 FMFIU $5 FU $5 FTaSU $5 FTaFA
990261027240306576	9910415896506561	60734668	500  	$a Reproduction of original from Harvard Law School Library. $5 FMFIU $5 FU $5 FTaSU $5 FTaFA
990261027240306576	9910415896506561	60734668	500  	$a Making of Modern Law Digital $5 FTaFA
990261027240306576	9910415896506561	60734668	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FMFIU $5 FU $5 FTaSU $5 FTaFA
990261027240306576	9910415896506561	60734668	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261029350306576	9910415856606561	22996439	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261029350306576	9910415856606561	22996439	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261029350306576	9910415856606561	22996439	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1989. $e 3 microfiches. $f (19th-century legal treatises ; no. 44309-44311) $7 s1989 ctun b $5 FMFIU
990261029350306576	9910415856606561	22996439	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261033480306576	9910336506006561	13638760	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261033480306576	9910336506006561	13638760	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d c1985. $e 1 microfiche. $f (19th-century legal treatises ; no. 8032) $7 s1985 ctun b $5 FMFIU
990261033480306576	9910336506006561	13638760	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261033480306576	9910336506006561	13638760	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261035760306576	9910336538806561	31692823	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261035760306576	9910336538806561	31692823	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1991. $e 1 microfiche. $f (19th-century legal treatises ; no. 62614) $7 s1991 ctun b $5 FMFIU
990261035760306576	9910336538806561	31692823	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261035760306576	9910336538806561	31692823	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261037850306576	9910336517706561	28387245	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261037850306576	9910336517706561	28387245	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1991. $e 1 microfiche. $f (19th-century legal treatises ; no. 56444). $7 s1991 ctun b $5 FMFIU
990261037850306576	9910336517706561	28387245	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261037850306576	9910336517706561	28387245	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261042210306576	9910336544506561	31896275	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261042210306576	9910336544506561	31896275	500  	$a Dated: Edinburgh, January 17, 1811. $5 FMFIU $5 FU $5 FTaSU
990261042210306576	9910336544506561	31896275	500  	$a Caption title. $5 FMFIU $5 FU $5 FTaSU
990261042210306576	9910336544506561	31896275	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261042210306576	9910336544506561	31896275	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1992. $e 1 microfiche. $f (19th-century legal treatises ; no. 65854) $7 s1992 ctun b $5 FMFIU
990261042210306576	9910336544506561	31896275	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261046090306576	9910415865506561	13593524	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261046090306576	9910415865506561	13593524	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d c1985. $e 1 microfiche. $f (19th-century legal treatises ; no. 7809) $7 s1985 ctun b $5 FMFIU
990261046090306576	9910415865506561	13593524	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261046090306576	9910415865506561	13593524	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261053590306576	9910336510906561	26146413	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261053590306576	9910336510906561	26146413	500  	$a From The pamphleteer, London, v. 3, p. 115-154, 1814. $5 FMFIU $5 FU $5 FTaSU
990261053590306576	9910336510906561	26146413	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1990. $e 1 microfiche. $f (19th-century legal treatises ; no. 54490) $7 s1990 ctun b $5 FMFIU
990261053590306576	9910336510906561	26146413	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261053590306576	9910336510906561	26146413	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261075720306576	9910415898106561	13809533	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261075720306576	9910415898106561	13809533	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d c1985. $e 2 microfiches. $f (19th-century legal treatises ; no. 9253-9254) $7 s1985 ctun b $5 FMFIU
990261075720306576	9910415898106561	13809533	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261075720306576	9910415898106561	13809533	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261078400306576	9910336523506561	23725739	500  	$a Half-title: Observations on the Corn laws. $5 FMFIU $5 FU $5 FTaSU
990261078400306576	9910336523506561	23725739	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261078400306576	9910336523506561	23725739	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1990. $e 1 microfiche. $f (19th-century legal treatises ; no. 49802). $7 s1990 ctun b $5 FMFIU
990261078400306576	9910336523506561	23725739	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261078400306576	9910336523506561	23725739	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261078670306576	9910415887806561	23725715	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261078670306576	9910415887806561	23725715	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1990. $e 1 microfiche. $f (19th-century legal treatises ; no. 49803) $7 s1990 ctun b $5 FMFIU
990261078670306576	9910415887806561	23725715	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261078670306576	9910415887806561	23725715	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261079460306576	9910415860006561	31504690	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261079460306576	9910415860006561	31504690	500  	$a Attributed to: Allan Maconochie, Lord Meadowbank. Cf. NUC pre-56 $5 FMFIU $5 FU $5 FTaSU
990261079460306576	9910415860006561	31504690	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261079460306576	9910415860006561	31504690	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1991. $e 1 microfiche. $f (19th-century legal treatises ; no. 60674) $7 s1991 ctun b $5 FMFIU
990261079460306576	9910415860006561	31504690	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261079750306576	9910336534206561	21326992	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261079750306576	9910336534206561	21326992	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261079750306576	9910336534206561	21326992	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1989. $e 11 microfiches. $f (19th-century legal treatises ; no. 38733-38743) $7 s1989 ctun b $5 FMFIU
990261079750306576	9910336534206561	21326992	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265703480306576	9910468790406561	15865219	500  	$a Pref. signed: George Henry Sawtell. $5 FU $5 FMFIU $5 FTaSU
990265703480306576	9910468790406561	15865219	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265703480306576	9910468790406561	15865219	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265703480306576	9910468790406561	15865219	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d c1986. $e 2 microfiche ; $f (19th-century legal treatises ; no. 17765-17766) $7 s1986 ctun b $5 FMFIU
990265703480306576	9910468790406561	15865219	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265705810306576	9910328742706561	31795264	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265705810306576	9910328742706561	31795264	500  	$a Includes index. $5 FMFIU $5 FU $5 FTaSU
990265705810306576	9910328742706561	31795264	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265705810306576	9910328742706561	31795264	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1992. $e 8 microfiches. $f (19th-century legal treatises ; no. 67050-67057) $7 s1991 ctun b $5 FMFIU
990265705810306576	9910328742706561	31795264	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265706650306576	9910468797206561	23862731	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265706650306576	9910468797206561	23862731	500  	$a Includes index. $5 FMFIU $5 FU $5 FTaSU
990265706650306576	9910468797206561	23862731	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265706650306576	9910468797206561	23862731	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1990. $e 6 microfiches. $f (19th-century legal treatises ; no. 49495-49500) $7 s1990 ctun b $5 FMFIU
990265706650306576	9910468797206561	23862731	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265707200306576	9910328731806561	17411294	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265707200306576	9910328731806561	17411294	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d [1987?] $e 1 microfiche. $f (19th-century legal treatises ; no. 22918) $7 s1987 ctun b $5 FMFIU
990265707200306576	9910328731806561	17411294	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265707200306576	9910328731806561	17411294	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265709510306576	9910328783506561	29763757	500  	$a Includes index. $5 FMFIU $5 FU $5 FTaSU
990265709510306576	9910328783506561	29763757	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265709510306576	9910328783506561	29763757	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1991. $e 8 microfiches. $f (19th-century legal treatises ; no. 58343-58350) $7 s1991 ctun b $5 FMFIU
990265709510306576	9910328783506561	29763757	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265709510306576	9910328783506561	29763757	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265710620306576	9910468796306561	15921507	500  	$a I delivered this lecture at Morley Hall, Hackney, on December 13th, 1893--P. [5]. $5 FU $5 FMFIU $5 FTaSU
990265710620306576	9910468796306561	15921507	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265710620306576	9910468796306561	15921507	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265710620306576	9910468796306561	15921507	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d [1986?] $e 2 microfiches. $f (19th-century legal treatises ; no. 18428-18429) $7 s1986 ctun b $5 FMFIU
990265710620306576	9910468796306561	15921507	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265710930306576	9910328729206561	15921792	500  	$a Includes index. $5 FU $5 FMFIU $5 FTaSU
990265710930306576	9910328729206561	15921792	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265710930306576	9910328729206561	15921792	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265710930306576	9910328729206561	15921792	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d [1986?] $e 5 microfiches. $f (19th-century legal treatises ; no. 18574-18578) $7 s1986 ctun b $5 FMFIU
990265710930306576	9910328729206561	15921792	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265711740306576	9910328770606561	15922222	500  	$a Translation of: Responsibility in mental disease. $5 FU $5 FMFIU $5 FTaSU
990265711740306576	9910328770606561	15922222	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265711740306576	9910328770606561	15922222	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265711740306576	9910328770606561	15922222	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d [1986?]. $e 5 microfiches. $f (19th-century legal treatises ; no. 18623-18627). $7 s1986 ctun b $5 FMFIU
990265711740306576	9910328770606561	15922222	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265722440306576	9910328783306561	15978603	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265722440306576	9910328783306561	15978603	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d [1986?] $e 1 microfiche. $f (19th-century legal treatises ; no. 18712) $7 s1986 ctun b $5 FMFIU
990265722440306576	9910328783306561	15978603	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265722440306576	9910328783306561	15978603	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265724230306576	9910328778606561	15980771	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265724230306576	9910328778606561	15980771	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d c1986. $e 2 microfiches. $f (19th-century legal treatises ; no. 17672-17673) $7 s1986 ctun b $5 FMFIU
990265724230306576	9910328778606561	15980771	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265724230306576	9910328778606561	15980771	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265727530306576	9910328745606561	15987090	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265727530306576	9910328745606561	15987090	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265727530306576	9910328745606561	15987090	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d c1986. $e 2 microfiches. $f (19th-century legal treatises ; no. 17526-17527) $7 s1986 ctun b $5 FMFIU
990265727530306576	9910328745606561	15987090	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265729180306576	9910328736906561	15987424	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265729180306576	9910328736906561	15987424	500  	$a Ascribed to Sir Harris Nicolas. $5 FU $5 FTaSU $5 FMFIU
990265729180306576	9910328736906561	15987424	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d [1986?]. $e 1 microfiche. $f (19th-century legal treatises ; no. 18746). $7 s1986 ctun b $5 FMFIU
990265729180306576	9910328736906561	15987424	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265729180306576	9910328736906561	15987424	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265730030306576	9910328740406561	15987681	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265730030306576	9910328740406561	15987681	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265730030306576	9910328740406561	15987681	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d [1986?]. $e 16 microfiches. $f (19th-century legal treatises ; no. 18096-18111). $7 s1986 ctun b $5 FMFIU
990265730030306576	9910328740406561	15987681	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265733160306576	9910468786706561	20589350	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265733160306576	9910468786706561	20589350	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1988. $e 5 microfiches. $f (19th-century legal treatises ; no. 36069-36073) $7 s1988 ctun b $5 FMFIU
990265733160306576	9910468786706561	20589350	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265733160306576	9910468786706561	20589350	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265733390306576	9910328746906561	25984180	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265733390306576	9910328746906561	25984180	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1990. $e 2 microfiches. $f (19th-century legal treatises ; no. 52774-52775) $7 s1990 ctun b $5 FMFIU
990265733390306576	9910328746906561	25984180	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265733390306576	9910328746906561	25984180	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265733730306576	9910328724206561	16014927	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d [1986?] $e 16 microfiches. $f (19th-century legal treatises ; no. 18142-18157) $7 s1986 ctun b $5 FMFIU
990265733730306576	9910328724206561	16014927	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265733730306576	9910328724206561	16014927	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265734240306576	9910328781706561	31495912	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265734240306576	9910328781706561	31495912	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265734240306576	9910328781706561	31495912	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1991. $e 3 microfiches. $f (19th-century legal treatises ; no. 63122-63124) $7 s1991 ctun b $5 FMFIU
990265734240306576	9910328781706561	31495912	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265734550306576	9910328784506561	16015298	500  	$a With: Nachwort zu Shakespeare vor dem Forum der Jurisprudenz / Jos. Kohler. Würzburg : Stahel, 1884. $5 FU $5 FMFIU $5 FTaSU
990265734550306576	9910328784506561	16015298	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265734550306576	9910328784506561	16015298	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265734550306576	9910328784506561	16015298	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d [1986?]. $e 4 microfiches. $f (19th-century legal treatises ; no. 18322-18325). $7 s1986 ctun b $5 FMFIU
990265734550306576	9910328784506561	16015298	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265735300306576	9910328702906561	22483512	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265735300306576	9910328702906561	22483512	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1989. $e 17 microfiches. $f (19th-century legal treatises ; no. 42278-42294) $7 s1989 ctun b $5 FMFIU
990265735300306576	9910328702906561	22483512	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265735300306576	9910328702906561	22483512	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265737640306576	9910328727606561	16621269	500  	$a Includes index. $5 FU $5 FTaSU $5 FMFIU
990265737640306576	9910328727606561	16621269	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265737640306576	9910328727606561	16621269	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265737640306576	9910328727606561	16621269	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d [1986?] $e 6 microfiches. $f (19th-century legal treatises ; no. 19308-19313) $7 s1986 ctun b $5 FMFIU
990265737640306576	9910328727606561	16621269	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990265743420306576	9910328713106561	16654951	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990265743420306576	9910328713106561	16654951	500  	$a Includes index. $5 FU $5 FTaSU $5 FMFIU
990265743420306576	9910328713106561	16654951	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d [1986?] $e 3 microfiches. $f (19th-century legal treatises ; no. 19702-19704) $7 s1986 ctun b $5 FMFIU
990265743420306576	9910328713106561	16654951	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990265743420306576	9910328713106561	16654951	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990288857800306576	9910893840706561	761369812	3620 	$a 1997- $5 FBoU $5 FOFT
990288857800306576	9910893840706561	761369812	926  	$a DO NOT OFFLOAD $5 FOFT $9 LOCAL
990288861360306576	9910893821006561	761369899	3620 	$a 1997- $5 FBoU
990288863250306576	9910893827906561	761369935	3620 	$a 2001- $5 FBoU
990288864900306576	9910893838506561	761369983	3620 	$a 2003- $5 FBoU
990288867420306576	9910893869006561	761366075	3620 	$a 1998- $5 FBoU
990288870400306576	9910893864806561	761366197	3620 	$a 2000- $5 FBoU
990288870590306576	9910893864306561	761366261	3620 	$a 2002- $5 FBoU
990288872720306576	9910893819406561	761370259	3620 	$a 2000- $5 FBoU
990291491110306576	9910941457606561	668088624	4901 	$a Educational Research and Innovation, $x 2076-9679. $5 FOFT
990291491110306576	9910941457606561	668088624	926  	$a DO NOT OFFLOAD $5 FOFT $9 LOCAL
990209381740306576	9910565520506561	49568967	4901 	$a Molecular and supramolecular photochemistry ; $v v. 3 $5 FPeU $5 FMFIU $5 FJUNF $5 FTaSU $5 FBoU $5 FTS $5 FU $5 FTaFA $5 FOFT
990209381740306576	9910565520506561	49568967	533  	$a Electronic reproduction. $b Boulder, Colo. : $c NetLibrary, $d 2001. $n Available via World Wide Web. $n Access may be limited to NetLibrary affiliated libraries. $5 FPeU $5 FMFIU $5 FJUNF $5 FBoU $5 FTS $5 FU $5 FTaFA $5 FOFT
